Time(sec)	CellId	BwpId	txStreamId 	IMSI	rxStreamId	pathLoss(dB)
0.823929	1	0	0	1	0	-123.879
0.824929	1	0	0	1	0	-123.879
0.825929	1	0	0	1	0	-123.879
0.826929	1	0	0	1	0	-123.879
0.827929	1	0	0	1	0	-123.879
0.828929	1	0	0	1	0	-123.879
0.829929	1	0	0	1	0	-123.879
0.830929	1	0	0	1	0	-123.879
0.831929	1	0	0	1	0	-123.879
0.832929	1	0	0	1	0	-123.879
0.833929	1	0	0	1	0	-123.879
0.834929	1	0	0	1	0	-123.879
0.835929	1	0	0	1	0	-123.879
0.836929	1	0	0	1	0	-123.879
0.837929	1	0	0	1	0	-123.879
0.838929	1	0	0	1	0	-123.879
0.839929	1	0	0	1	0	-123.879
0.840929	1	0	0	1	0	-123.879
0.841929	1	0	0	1	0	-123.879
0.842929	1	0	0	1	0	-123.879
0.843929	1	0	0	1	0	-123.879
0.844929	1	0	0	1	0	-123.879
0.845929	1	0	0	1	0	-123.879
0.846929	1	0	0	1	0	-123.879
0.847929	1	0	0	1	0	-123.879
0.848929	1	0	0	1	0	-123.879
0.849929	1	0	0	1	0	-123.879
0.850929	1	0	0	1	0	-123.879
0.851929	1	0	0	1	0	-123.879
0.852929	1	0	0	1	0	-123.879
0.853929	1	0	0	1	0	-123.879
0.854929	1	0	0	1	0	-123.879
0.855929	1	0	0	1	0	-123.879
0.856929	1	0	0	1	0	-123.879
0.857929	1	0	0	1	0	-123.879
0.858929	1	0	0	1	0	-123.879
0.859929	1	0	0	1	0	-123.879
0.860929	1	0	0	1	0	-123.879
0.861929	1	0	0	1	0	-123.879
0.862929	1	0	0	1	0	-123.879
0.863929	1	0	0	1	0	-123.879
0.864929	1	0	0	1	0	-123.879
0.865929	1	0	0	1	0	-123.879
0.866929	1	0	0	1	0	-123.879
0.867929	1	0	0	1	0	-123.879
0.868929	1	0	0	1	0	-123.879
0.869929	1	0	0	1	0	-123.879
0.870929	1	0	0	1	0	-123.879
0.871929	1	0	0	1	0	-123.879
0.872929	1	0	0	1	0	-123.879
0.873929	1	0	0	1	0	-123.879
0.874929	1	0	0	1	0	-123.879
0.875929	1	0	0	1	0	-123.879
0.876929	1	0	0	1	0	-123.879
0.877929	1	0	0	1	0	-123.879
0.878857	1	0	0	1	0	-123.879
0.878857	1	0	1	1	1	-123.879
0.878929	1	0	0	1	0	-123.879
0.879929	1	0	0	1	0	-123.879
0.880929	1	0	0	1	0	-123.879
0.881929	1	0	0	1	0	-123.879
0.882929	1	0	0	1	0	-123.879
0.883929	1	0	0	1	0	-123.879
0.884929	1	0	0	1	0	-123.879
0.885929	1	0	0	1	0	-123.879
0.886929	1	0	0	1	0	-123.879
0.887929	1	0	0	1	0	-123.879
0.888929	1	0	0	1	0	-123.879
0.889929	1	0	0	1	0	-123.879
0.890929	1	0	0	1	0	-123.879
0.891929	1	0	0	1	0	-123.879
0.892929	1	0	0	1	0	-123.879
0.893929	1	0	0	1	0	-123.879
0.894929	1	0	0	1	0	-123.879
0.895929	1	0	0	1	0	-123.879
0.896929	1	0	0	1	0	-123.879
0.897929	1	0	0	1	0	-123.879
0.898929	1	0	0	1	0	-123.879
0.899929	1	0	0	1	0	-123.879
0.900929	1	0	0	1	0	-123.879
0.901929	1	0	0	1	0	-123.879
0.902929	1	0	0	1	0	-123.879
0.903929	1	0	0	1	0	-123.879
0.904929	1	0	0	1	0	-123.879
0.905929	1	0	0	1	0	-123.879
0.906929	1	0	0	1	0	-123.879
0.907929	1	0	0	1	0	-123.879
0.908929	1	0	0	1	0	-123.879
0.909929	1	0	0	1	0	-123.879
0.910929	1	0	0	1	0	-123.879
0.911929	1	0	0	1	0	-123.879
0.912929	1	0	0	1	0	-123.879
0.913929	1	0	0	1	0	-123.879
0.914929	1	0	0	1	0	-123.879
0.915929	1	0	0	1	0	-123.879
0.916929	1	0	0	1	0	-123.879
0.917929	1	0	0	1	0	-123.879
0.918929	1	0	0	1	0	-123.879
0.919929	1	0	0	1	0	-123.879
0.920929	1	0	0	1	0	-123.879
0.921929	1	0	0	1	0	-123.879
0.922929	1	0	0	1	0	-123.879
0.923929	1	0	0	1	0	-123.879
0.924929	1	0	0	1	0	-123.879
0.925929	1	0	0	1	0	-123.879
0.926929	1	0	0	1	0	-123.879
0.927929	1	0	0	1	0	-123.879
0.928929	1	0	0	1	0	-123.879
0.929929	1	0	0	1	0	-123.879
0.930929	1	0	0	1	0	-123.879
0.931929	1	0	0	1	0	-123.879
0.932929	1	0	0	1	0	-123.879
0.933929	1	0	0	1	0	-123.879
0.934929	1	0	0	1	0	-123.879
0.935929	1	0	0	1	0	-123.879
0.936929	1	0	0	1	0	-123.879
0.937929	1	0	0	1	0	-123.879
0.938929	1	0	0	1	0	-123.879
0.939929	1	0	0	1	0	-123.879
0.940929	1	0	0	1	0	-123.879
0.941929	1	0	0	1	0	-123.879
0.942929	1	0	0	1	0	-123.879
0.943929	1	0	0	1	0	-123.879
0.944929	1	0	0	1	0	-123.879
0.945929	1	0	0	1	0	-123.879
0.946929	1	0	0	1	0	-123.879
0.947929	1	0	0	1	0	-123.879
0.948929	1	0	0	1	0	-123.879
0.949929	1	0	0	1	0	-123.879
0.950929	1	0	0	1	0	-123.879
0.951929	1	0	0	1	0	-123.879
0.952929	1	0	0	1	0	-123.879
0.953929	1	0	0	1	0	-123.879
0.954929	1	0	0	1	0	-123.879
0.955929	1	0	0	1	0	-123.879
0.956929	1	0	0	1	0	-123.879
0.957929	1	0	0	1	0	-123.879
0.958857	1	0	0	1	0	-123.879
0.958857	1	0	1	1	1	-123.879
0.958929	1	0	0	1	0	-123.879
0.959929	1	0	0	1	0	-123.879
0.960929	1	0	0	1	0	-123.879
0.961929	1	0	0	1	0	-123.879
0.962929	1	0	0	1	0	-123.879
0.963929	1	0	0	1	0	-123.879
0.964929	1	0	0	1	0	-123.879
0.965929	1	0	0	1	0	-123.879
0.966929	1	0	0	1	0	-123.879
0.967929	1	0	0	1	0	-123.879
0.968929	1	0	0	1	0	-123.879
0.969929	1	0	0	1	0	-123.879
0.970929	1	0	0	1	0	-123.879
0.971929	1	0	0	1	0	-123.879
0.972929	1	0	0	1	0	-123.879
0.973929	1	0	0	1	0	-123.879
0.974929	1	0	0	1	0	-123.879
0.975929	1	0	0	1	0	-123.879
0.976929	1	0	0	1	0	-123.879
0.977929	1	0	0	1	0	-123.879
0.978929	1	0	0	1	0	-123.879
0.979929	1	0	0	1	0	-123.879
0.980929	1	0	0	1	0	-123.879
0.981929	1	0	0	1	0	-123.879
0.982929	1	0	0	1	0	-123.879
0.983929	1	0	0	1	0	-123.879
0.984929	1	0	0	1	0	-123.879
0.985929	1	0	0	1	0	-123.879
0.986929	1	0	0	1	0	-123.879
0.987929	1	0	0	1	0	-123.879
0.988929	1	0	0	1	0	-123.879
0.989929	1	0	0	1	0	-123.879
0.990929	1	0	0	1	0	-123.879
0.991929	1	0	0	1	0	-123.879
0.992929	1	0	0	1	0	-123.879
0.993929	1	0	0	1	0	-123.879
0.994929	1	0	0	1	0	-123.879
0.995929	1	0	0	1	0	-123.879
0.996929	1	0	0	1	0	-123.879
0.997929	1	0	0	1	0	-123.879
0.998929	1	0	0	1	0	-123.879
0.999929	1	0	0	1	0	-123.879
1.00093	1	0	0	1	0	-123.879
1.00193	1	0	0	1	0	-123.879
1.00293	1	0	0	1	0	-123.879
1.00393	1	0	0	1	0	-123.879
1.00493	1	0	0	1	0	-123.879
1.00593	1	0	0	1	0	-123.879
1.00693	1	0	0	1	0	-123.879
1.00793	1	0	0	1	0	-123.879
1.00893	1	0	0	1	0	-123.879
1.00993	1	0	0	1	0	-123.879
1.01093	1	0	0	1	0	-123.879
1.01193	1	0	0	1	0	-123.879
1.01293	1	0	0	1	0	-123.879
1.01393	1	0	0	1	0	-123.879
1.01493	1	0	0	1	0	-123.879
1.01593	1	0	0	1	0	-123.879
1.01693	1	0	0	1	0	-123.879
1.01793	1	0	0	1	0	-123.879
1.01893	1	0	0	1	0	-123.879
1.01993	1	0	0	1	0	-123.879
1.02093	1	0	0	1	0	-123.879
1.02193	1	0	0	1	0	-123.879
1.02293	1	0	0	1	0	-123.879
1.02393	1	0	0	1	0	-123.879
