% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	stream	harqId	ndi	rv	mcs	tbSize
2.435	1	0	1	1	243	7	0	1	12	0	14	1	0	0	8312
2.435	1	0	1	1	243	7	0	1	12	1	14	1	0	0	8312
2.436	1	0	1	1	243	8	0	1	12	0	11	1	0	0	8312
2.436	1	0	1	1	243	8	0	1	12	1	11	1	0	0	8312
2.437	1	0	1	1	243	9	0	1	12	0	15	0	3	0	8312
2.437	1	0	1	1	243	9	0	1	12	1	15	255	0	255	0
2.438	1	0	1	1	244	0	0	1	12	0	13	0	3	0	8312
2.438	1	0	1	1	244	0	0	1	12	1	13	255	0	255	0
2.439	1	0	1	1	244	1	0	1	12	0	12	0	1	0	8312
2.439	1	0	1	1	244	1	0	1	12	1	12	255	0	255	0
2.44	1	0	1	1	244	2	0	1	12	0	14	0	1	0	8312
2.44	1	0	1	1	244	2	0	1	12	1	14	255	0	255	0
2.441	1	0	1	1	244	3	0	1	12	0	11	0	1	0	8312
2.441	1	0	1	1	244	3	0	1	12	1	11	255	0	255	0
2.442	1	0	1	1	244	4	0	1	12	0	15	1	0	0	8312
2.442	1	0	1	1	244	4	0	1	12	1	15	1	0	0	8312
2.443	1	0	1	1	244	5	0	1	12	0	13	1	0	0	8312
2.443	1	0	1	1	244	5	0	1	12	1	13	1	0	0	8312
2.444	1	0	1	1	244	6	0	1	12	0	12	0	2	0	8312
2.444	1	0	1	1	244	6	0	1	12	1	12	255	0	255	0
2.445	1	0	1	1	244	7	0	1	12	0	14	0	2	0	8312
2.445	1	0	1	1	244	7	0	1	12	1	14	255	0	255	0
2.446	1	0	1	1	244	8	0	1	12	0	11	0	2	0	8312
2.446	1	0	1	1	244	8	0	1	12	1	11	255	0	255	0
2.447	1	0	1	1	244	9	0	1	12	0	15	0	1	0	8312
2.447	1	0	1	1	244	9	0	1	12	1	15	255	0	255	0
2.448	1	0	1	1	245	0	0	1	12	0	13	0	1	0	8312
2.448	1	0	1	1	245	0	0	1	12	1	13	255	0	255	0
2.449	1	0	1	1	245	1	0	1	12	0	12	0	3	0	8312
2.449	1	0	1	1	245	1	0	1	12	1	12	255	0	255	0
2.45	1	0	1	1	245	2	0	1	12	0	14	0	3	0	8312
2.45	1	0	1	1	245	2	0	1	12	1	14	255	0	255	0
2.451	1	0	1	1	245	3	0	1	12	0	11	0	3	0	8312
2.451	1	0	1	1	245	3	0	1	12	1	11	255	0	255	0
2.452	1	0	1	1	245	4	0	1	12	0	15	0	2	0	8312
2.452	1	0	1	1	245	4	0	1	12	1	15	255	0	255	0
2.453	1	0	1	1	245	5	0	1	12	0	13	0	2	0	8312
2.453	1	0	1	1	245	5	0	1	12	1	13	255	0	255	0
2.454	1	0	1	1	245	6	0	1	12	0	12	1	0	0	8312
2.454	1	0	1	1	245	6	0	1	12	1	12	1	0	0	8312
2.455	1	0	1	1	245	7	0	1	12	0	14	1	0	0	8312
2.455	1	0	1	1	245	7	0	1	12	1	14	1	0	0	8312
2.456	1	0	1	1	245	8	0	1	12	0	11	1	0	0	8312
2.456	1	0	1	1	245	8	0	1	12	1	11	1	0	0	8312
2.457	1	0	1	1	245	9	0	1	12	0	15	0	3	0	8312
2.457	1	0	1	1	245	9	0	1	12	1	15	255	0	255	0
2.458	1	0	1	1	246	0	0	1	12	0	13	0	3	0	8312
2.458	1	0	1	1	246	0	0	1	12	1	13	255	0	255	0
2.459	1	0	1	1	246	1	0	1	12	0	12	0	1	0	8312
2.459	1	0	1	1	246	1	0	1	12	1	12	255	0	255	0
2.46	1	0	1	1	246	2	0	1	12	0	14	0	1	0	8312
2.46	1	0	1	1	246	2	0	1	12	1	14	255	0	255	0
2.461	1	0	1	1	246	3	0	1	12	0	11	0	1	0	8312
2.461	1	0	1	1	246	3	0	1	12	1	11	255	0	255	0
2.462	1	0	1	1	246	4	0	1	12	0	15	1	0	0	8312
2.462	1	0	1	1	246	4	0	1	12	1	15	1	0	0	8312
2.463	1	0	1	1	246	5	0	1	12	0	13	1	0	0	8312
2.463	1	0	1	1	246	5	0	1	12	1	13	1	0	0	8312
2.464	1	0	1	1	246	6	0	1	12	0	12	0	2	0	8312
2.464	1	0	1	1	246	6	0	1	12	1	12	255	0	255	0
2.465	1	0	1	1	246	7	0	1	12	0	14	0	2	0	8312
2.465	1	0	1	1	246	7	0	1	12	1	14	255	0	255	0
2.466	1	0	1	1	246	8	0	1	12	0	11	0	2	0	8312
2.466	1	0	1	1	246	8	0	1	12	1	11	255	0	255	0
2.467	1	0	1	1	246	9	0	1	12	0	15	0	1	0	8312
2.467	1	0	1	1	246	9	0	1	12	1	15	255	0	255	0
2.468	1	0	1	1	247	0	0	1	12	0	13	0	1	0	8312
2.468	1	0	1	1	247	0	0	1	12	1	13	255	0	255	0
2.469	1	0	1	1	247	1	0	1	12	0	12	0	3	0	8312
2.469	1	0	1	1	247	1	0	1	12	1	12	255	0	255	0
2.47	1	0	1	1	247	2	0	1	12	0	14	0	3	0	8312
2.47	1	0	1	1	247	2	0	1	12	1	14	255	0	255	0
2.471	1	0	1	1	247	3	0	1	12	0	11	0	3	0	8312
2.471	1	0	1	1	247	3	0	1	12	1	11	255	0	255	0
2.472	1	0	1	1	247	4	0	1	12	0	15	0	2	0	8312
2.472	1	0	1	1	247	4	0	1	12	1	15	255	0	255	0
2.473	1	0	1	1	247	5	0	1	12	0	13	0	2	0	8312
2.473	1	0	1	1	247	5	0	1	12	1	13	255	0	255	0
2.474	1	0	1	1	247	6	0	1	12	0	12	1	0	0	8312
2.474	1	0	1	1	247	6	0	1	12	1	12	1	0	0	8312
2.475	1	0	1	1	247	7	0	1	12	0	14	1	0	0	8312
2.475	1	0	1	1	247	7	0	1	12	1	14	1	0	0	8312
2.476	1	0	1	1	247	8	0	1	11	0	11	1	0	0	7621
2.476	1	0	1	1	247	8	0	1	11	1	11	1	0	0	7621
2.477	1	0	1	1	247	9	0	1	12	0	15	0	3	0	8312
2.477	1	0	1	1	247	9	0	1	12	1	15	255	0	255	0
2.478	1	0	1	1	248	0	0	1	12	0	13	0	3	0	8312
2.478	1	0	1	1	248	0	0	1	12	1	13	255	0	255	0
2.479	1	0	1	1	248	1	0	1	12	0	12	0	1	0	8312
2.479	1	0	1	1	248	1	0	1	12	1	12	255	0	255	0
2.48	1	0	1	1	248	2	0	1	12	0	14	0	1	0	8312
2.48	1	0	1	1	248	2	0	1	12	1	14	255	0	255	0
2.481	1	0	1	1	248	3	0	1	12	0	11	0	1	0	7621
2.481	1	0	1	1	248	3	0	1	12	1	11	255	0	255	0
2.482	1	0	1	1	248	4	0	1	12	0	15	1	0	0	8312
2.482	1	0	1	1	248	4	0	1	12	1	15	1	0	0	8312
2.483	1	0	1	1	248	5	0	1	12	0	13	1	0	0	8312
2.483	1	0	1	1	248	5	0	1	12	1	13	1	0	0	8312
2.484	1	0	1	1	248	6	0	1	12	0	12	0	2	0	8312
2.484	1	0	1	1	248	6	0	1	12	1	12	255	0	255	0
2.485	1	0	1	1	248	7	0	1	12	0	14	0	2	0	8312
2.485	1	0	1	1	248	7	0	1	12	1	14	255	0	255	0
2.486	1	0	1	1	248	8	0	1	12	0	11	0	2	0	7621
2.486	1	0	1	1	248	8	0	1	12	1	11	255	0	255	0
2.487	1	0	1	1	248	9	0	1	12	0	15	0	1	0	8312
2.487	1	0	1	1	248	9	0	1	12	1	15	255	0	255	0
2.488	1	0	1	1	249	0	0	1	12	0	13	0	1	0	8312
2.488	1	0	1	1	249	0	0	1	12	1	13	255	0	255	0
2.489	1	0	1	1	249	1	0	1	12	0	12	0	3	0	8312
2.489	1	0	1	1	249	1	0	1	12	1	12	255	0	255	0
2.49	1	0	1	1	249	2	0	1	12	0	14	0	3	0	8312
2.49	1	0	1	1	249	2	0	1	12	1	14	255	0	255	0
2.491	1	0	1	1	249	3	0	1	12	0	11	0	3	0	7621
2.491	1	0	1	1	249	3	0	1	12	1	11	255	0	255	0
2.492	1	0	1	1	249	4	0	1	12	0	15	0	2	0	8312
2.492	1	0	1	1	249	4	0	1	12	1	15	255	0	255	0
2.493	1	0	1	1	249	5	0	1	12	0	13	0	2	0	8312
2.493	1	0	1	1	249	5	0	1	12	1	13	255	0	255	0
2.494	1	0	1	1	249	6	0	1	12	0	12	1	0	0	8312
2.494	1	0	1	1	249	6	0	1	12	1	12	1	0	0	8312
2.495	1	0	1	1	249	7	0	1	12	0	14	1	0	0	8312
2.495	1	0	1	1	249	7	0	1	12	1	14	1	0	0	8312
2.496	1	0	1	1	249	8	0	1	12	0	11	1	0	0	8312
2.496	1	0	1	1	249	8	0	1	12	1	11	1	0	0	8312
2.497	1	0	1	1	249	9	0	1	12	0	15	0	3	0	8312
2.497	1	0	1	1	249	9	0	1	12	1	15	255	0	255	0
2.498	1	0	1	1	250	0	0	1	12	0	13	0	3	0	8312
2.498	1	0	1	1	250	0	0	1	12	1	13	255	0	255	0
2.499	1	0	1	1	250	1	0	1	12	0	12	0	1	0	8312
2.499	1	0	1	1	250	1	0	1	12	1	12	255	0	255	0
2.5	1	0	1	1	250	2	0	1	12	0	14	0	1	0	8312
2.5	1	0	1	1	250	2	0	1	12	1	14	255	0	255	0
2.501	1	0	1	1	250	3	0	1	12	0	11	0	1	0	8312
2.501	1	0	1	1	250	3	0	1	12	1	11	255	0	255	0
2.502	1	0	1	1	250	4	0	1	12	0	15	1	0	0	8312
2.502	1	0	1	1	250	4	0	1	12	1	15	1	0	0	8312
2.503	1	0	1	1	250	5	0	1	12	0	13	1	0	0	8312
2.503	1	0	1	1	250	5	0	1	12	1	13	1	0	0	8312
2.504	1	0	1	1	250	6	0	1	12	0	12	0	2	0	8312
2.504	1	0	1	1	250	6	0	1	12	1	12	255	0	255	0
2.505	1	0	1	1	250	7	0	1	12	0	14	0	2	0	8312
2.505	1	0	1	1	250	7	0	1	12	1	14	255	0	255	0
2.506	1	0	1	1	250	8	0	1	12	0	11	0	2	0	8312
2.506	1	0	1	1	250	8	0	1	12	1	11	255	0	255	0
2.507	1	0	1	1	250	9	0	1	12	0	15	0	1	0	8312
2.507	1	0	1	1	250	9	0	1	12	1	15	255	0	255	0
2.508	1	0	1	1	251	0	0	1	12	0	13	0	1	0	8312
2.508	1	0	1	1	251	0	0	1	12	1	13	255	0	255	0
2.509	1	0	1	1	251	1	0	1	12	0	12	0	3	0	8312
2.509	1	0	1	1	251	1	0	1	12	1	12	255	0	255	0
2.51	1	0	1	1	251	2	0	1	12	0	14	0	3	0	8312
2.51	1	0	1	1	251	2	0	1	12	1	14	255	0	255	0
2.511	1	0	1	1	251	3	0	1	12	0	11	0	3	0	8312
2.511	1	0	1	1	251	3	0	1	12	1	11	255	0	255	0
2.512	1	0	1	1	251	4	0	1	12	0	15	0	2	0	8312
2.512	1	0	1	1	251	4	0	1	12	1	15	255	0	255	0
2.513	1	0	1	1	251	5	0	1	12	0	13	0	2	0	8312
2.513	1	0	1	1	251	5	0	1	12	1	13	255	0	255	0
2.514	1	0	1	1	251	6	0	1	12	0	12	1	0	0	8312
2.514	1	0	1	1	251	6	0	1	12	1	12	1	0	0	8312
2.515	1	0	1	1	251	7	0	1	12	0	14	1	0	0	8312
2.515	1	0	1	1	251	7	0	1	12	1	14	1	0	0	8312
2.516	1	0	1	1	251	8	0	1	12	0	11	1	0	0	8312
2.516	1	0	1	1	251	8	0	1	12	1	11	1	0	0	8312
2.517	1	0	1	1	251	9	0	1	12	0	15	0	3	0	8312
2.517	1	0	1	1	251	9	0	1	12	1	15	255	0	255	0
2.518	1	0	1	1	252	0	0	1	12	0	13	0	3	0	8312
2.518	1	0	1	1	252	0	0	1	12	1	13	255	0	255	0
2.519	1	0	1	1	252	1	0	1	12	0	12	0	1	0	8312
2.519	1	0	1	1	252	1	0	1	12	1	12	255	0	255	0
2.52	1	0	1	1	252	2	0	1	12	0	14	0	1	0	8312
2.52	1	0	1	1	252	2	0	1	12	1	14	255	0	255	0
2.521	1	0	1	1	252	3	0	1	12	0	11	0	1	0	8312
2.521	1	0	1	1	252	3	0	1	12	1	11	255	0	255	0
2.522	1	0	1	1	252	4	0	1	12	0	15	1	0	0	8312
2.522	1	0	1	1	252	4	0	1	12	1	15	1	0	0	8312
2.523	1	0	1	1	252	5	0	1	12	0	13	1	0	0	8312
2.523	1	0	1	1	252	5	0	1	12	1	13	1	0	0	8312
2.524	1	0	1	1	252	6	0	1	12	0	12	0	2	0	8312
2.524	1	0	1	1	252	6	0	1	12	1	12	255	0	255	0
2.525	1	0	1	1	252	7	0	1	12	0	14	0	2	0	8312
2.525	1	0	1	1	252	7	0	1	12	1	14	255	0	255	0
2.526	1	0	1	1	252	8	0	1	12	0	11	0	2	0	8312
2.526	1	0	1	1	252	8	0	1	12	1	11	255	0	255	0
2.527	1	0	1	1	252	9	0	1	12	0	15	0	1	0	8312
2.527	1	0	1	1	252	9	0	1	12	1	15	255	0	255	0
2.528	1	0	1	1	253	0	0	1	12	0	13	0	1	0	8312
2.528	1	0	1	1	253	0	0	1	12	1	13	255	0	255	0
2.529	1	0	1	1	253	1	0	1	12	0	12	0	3	0	8312
2.529	1	0	1	1	253	1	0	1	12	1	12	255	0	255	0
2.53	1	0	1	1	253	2	0	1	12	0	14	0	3	0	8312
2.53	1	0	1	1	253	2	0	1	12	1	14	255	0	255	0
2.531	1	0	1	1	253	3	0	1	12	0	11	0	3	0	8312
2.531	1	0	1	1	253	3	0	1	12	1	11	255	0	255	0
2.532	1	0	1	1	253	4	0	1	12	0	15	0	2	0	8312
2.532	1	0	1	1	253	4	0	1	12	1	15	255	0	255	0
2.533	1	0	1	1	253	5	0	1	12	0	13	0	2	0	8312
2.533	1	0	1	1	253	5	0	1	12	1	13	255	0	255	0
2.534	1	0	1	1	253	6	0	1	12	0	12	1	0	0	8312
2.534	1	0	1	1	253	6	0	1	12	1	12	1	0	0	8312
2.535	1	0	1	1	253	7	0	1	12	0	14	1	0	0	8312
2.535	1	0	1	1	253	7	0	1	12	1	14	1	0	0	8312
2.536	1	0	1	1	253	8	0	1	12	0	11	1	0	0	8312
2.536	1	0	1	1	253	8	0	1	12	1	11	1	0	0	8312
2.537	1	0	1	1	253	9	0	1	12	0	15	0	3	0	8312
2.537	1	0	1	1	253	9	0	1	12	1	15	255	0	255	0
2.538	1	0	1	1	254	0	0	1	12	0	13	0	3	0	8312
2.538	1	0	1	1	254	0	0	1	12	1	13	255	0	255	0
2.539	1	0	1	1	254	1	0	1	12	0	12	0	1	0	8312
2.539	1	0	1	1	254	1	0	1	12	1	12	255	0	255	0
2.54	1	0	1	1	254	2	0	1	12	0	14	0	1	0	8312
2.54	1	0	1	1	254	2	0	1	12	1	14	255	0	255	0
2.541	1	0	1	1	254	3	0	1	12	0	11	0	1	0	8312
2.541	1	0	1	1	254	3	0	1	12	1	11	255	0	255	0
2.542	1	0	1	1	254	4	0	1	12	0	15	1	0	0	8312
2.542	1	0	1	1	254	4	0	1	12	1	15	1	0	0	8312
2.543	1	0	1	1	254	5	0	1	12	0	13	1	0	0	8312
2.543	1	0	1	1	254	5	0	1	12	1	13	1	0	0	8312
2.544	1	0	1	1	254	6	0	1	12	0	12	0	2	0	8312
2.544	1	0	1	1	254	6	0	1	12	1	12	255	0	255	0
2.545	1	0	1	1	254	7	0	1	12	0	14	0	2	0	8312
2.545	1	0	1	1	254	7	0	1	12	1	14	255	0	255	0
2.546	1	0	1	1	254	8	0	1	12	0	11	0	2	0	8312
2.546	1	0	1	1	254	8	0	1	12	1	11	255	0	255	0
2.547	1	0	1	1	254	9	0	1	12	0	15	0	1	0	8312
2.547	1	0	1	1	254	9	0	1	12	1	15	255	0	255	0
2.548	1	0	1	1	255	0	0	1	12	0	13	0	1	0	8312
2.548	1	0	1	1	255	0	0	1	12	1	13	255	0	255	0
2.549	1	0	1	1	255	1	0	1	12	0	12	0	3	0	8312
2.549	1	0	1	1	255	1	0	1	12	1	12	255	0	255	0
2.55	1	0	1	1	255	2	0	1	12	0	14	0	3	0	8312
2.55	1	0	1	1	255	2	0	1	12	1	14	255	0	255	0
2.551	1	0	1	1	255	3	0	1	12	0	11	0	3	0	8312
2.551	1	0	1	1	255	3	0	1	12	1	11	255	0	255	0
2.552	1	0	1	1	255	4	0	1	12	0	15	0	2	0	8312
2.552	1	0	1	1	255	4	0	1	12	1	15	255	0	255	0
2.553	1	0	1	1	255	5	0	1	12	0	13	0	2	0	8312
2.553	1	0	1	1	255	5	0	1	12	1	13	255	0	255	0
2.554	1	0	1	1	255	6	0	1	12	0	12	1	0	0	8312
2.554	1	0	1	1	255	6	0	1	12	1	12	1	0	0	8312
2.555	1	0	1	1	255	7	0	1	12	0	14	1	0	0	8312
2.555	1	0	1	1	255	7	0	1	12	1	14	1	0	0	8312
2.556	1	0	1	1	255	8	0	1	11	0	11	1	0	0	7621
2.556	1	0	1	1	255	8	0	1	11	1	11	1	0	0	7621
2.557	1	0	1	1	255	9	0	1	12	0	15	0	3	0	8312
2.557	1	0	1	1	255	9	0	1	12	1	15	255	0	255	0
2.558	1	0	1	1	256	0	0	1	12	0	13	0	3	0	8312
2.558	1	0	1	1	256	0	0	1	12	1	13	255	0	255	0
2.559	1	0	1	1	256	1	0	1	12	0	12	0	1	0	8312
2.559	1	0	1	1	256	1	0	1	12	1	12	255	0	255	0
2.56	1	0	1	1	256	2	0	1	12	0	14	0	1	0	8312
2.56	1	0	1	1	256	2	0	1	12	1	14	255	0	255	0
2.561	1	0	1	1	256	3	0	1	12	0	11	0	1	0	7621
2.561	1	0	1	1	256	3	0	1	12	1	11	255	0	255	0
2.562	1	0	1	1	256	4	0	1	12	0	15	1	0	0	8312
2.562	1	0	1	1	256	4	0	1	12	1	15	1	0	0	8312
2.563	1	0	1	1	256	5	0	1	12	0	13	1	0	0	8312
2.563	1	0	1	1	256	5	0	1	12	1	13	1	0	0	8312
2.564	1	0	1	1	256	6	0	1	12	0	12	0	2	0	8312
2.564	1	0	1	1	256	6	0	1	12	1	12	255	0	255	0
2.565	1	0	1	1	256	7	0	1	12	0	14	0	2	0	8312
2.565	1	0	1	1	256	7	0	1	12	1	14	255	0	255	0
2.566	1	0	1	1	256	8	0	1	12	0	11	0	2	0	7621
2.566	1	0	1	1	256	8	0	1	12	1	11	255	0	255	0
2.567	1	0	1	1	256	9	0	1	12	0	15	0	1	0	8312
2.567	1	0	1	1	256	9	0	1	12	1	15	255	0	255	0
2.568	1	0	1	1	257	0	0	1	12	0	13	0	1	0	8312
2.568	1	0	1	1	257	0	0	1	12	1	13	255	0	255	0
2.569	1	0	1	1	257	1	0	1	12	0	12	0	3	0	8312
2.569	1	0	1	1	257	1	0	1	12	1	12	255	0	255	0
2.57	1	0	1	1	257	2	0	1	12	0	14	0	3	0	8312
2.57	1	0	1	1	257	2	0	1	12	1	14	255	0	255	0
2.571	1	0	1	1	257	3	0	1	12	0	11	0	3	0	7621
2.571	1	0	1	1	257	3	0	1	12	1	11	255	0	255	0
2.572	1	0	1	1	257	4	0	1	12	0	15	0	2	0	8312
2.572	1	0	1	1	257	4	0	1	12	1	15	255	0	255	0
2.573	1	0	1	1	257	5	0	1	12	0	13	0	2	0	8312
2.573	1	0	1	1	257	5	0	1	12	1	13	255	0	255	0
2.574	1	0	1	1	257	6	0	1	12	0	12	1	0	0	8312
2.574	1	0	1	1	257	6	0	1	12	1	12	1	0	0	8312
2.575	1	0	1	1	257	7	0	1	12	0	14	1	0	0	8312
2.575	1	0	1	1	257	7	0	1	12	1	14	1	0	0	8312
2.576	1	0	1	1	257	8	0	1	12	0	11	1	0	0	8312
2.576	1	0	1	1	257	8	0	1	12	1	11	1	0	0	8312
2.577	1	0	1	1	257	9	0	1	12	0	15	0	3	0	8312
2.577	1	0	1	1	257	9	0	1	12	1	15	255	0	255	0
2.578	1	0	1	1	258	0	0	1	12	0	13	0	3	0	8312
2.578	1	0	1	1	258	0	0	1	12	1	13	255	0	255	0
2.579	1	0	1	1	258	1	0	1	12	0	12	0	1	0	8312
2.579	1	0	1	1	258	1	0	1	12	1	12	255	0	255	0
2.58	1	0	1	1	258	2	0	1	12	0	14	0	1	0	8312
2.58	1	0	1	1	258	2	0	1	12	1	14	255	0	255	0
2.581	1	0	1	1	258	3	0	1	12	0	11	0	1	0	8312
2.581	1	0	1	1	258	3	0	1	12	1	11	255	0	255	0
2.582	1	0	1	1	258	4	0	1	12	0	15	1	0	0	8312
2.582	1	0	1	1	258	4	0	1	12	1	15	1	0	0	8312
2.583	1	0	1	1	258	5	0	1	12	0	13	1	0	0	8312
2.583	1	0	1	1	258	5	0	1	12	1	13	1	0	0	8312
2.584	1	0	1	1	258	6	0	1	12	0	12	0	2	0	8312
2.584	1	0	1	1	258	6	0	1	12	1	12	255	0	255	0
2.585	1	0	1	1	258	7	0	1	12	0	14	0	2	0	8312
2.585	1	0	1	1	258	7	0	1	12	1	14	255	0	255	0
2.586	1	0	1	1	258	8	0	1	12	0	11	0	2	0	8312
2.586	1	0	1	1	258	8	0	1	12	1	11	255	0	255	0
2.587	1	0	1	1	258	9	0	1	12	0	15	0	1	0	8312
2.587	1	0	1	1	258	9	0	1	12	1	15	255	0	255	0
2.588	1	0	1	1	259	0	0	1	12	0	13	0	1	0	8312
2.588	1	0	1	1	259	0	0	1	12	1	13	255	0	255	0
2.589	1	0	1	1	259	1	0	1	12	0	12	0	3	0	8312
2.589	1	0	1	1	259	1	0	1	12	1	12	255	0	255	0
2.59	1	0	1	1	259	2	0	1	12	0	14	0	3	0	8312
2.59	1	0	1	1	259	2	0	1	12	1	14	255	0	255	0
2.591	1	0	1	1	259	3	0	1	12	0	11	0	3	0	8312
2.591	1	0	1	1	259	3	0	1	12	1	11	255	0	255	0
2.592	1	0	1	1	259	4	0	1	12	0	15	0	2	0	8312
2.592	1	0	1	1	259	4	0	1	12	1	15	255	0	255	0
2.593	1	0	1	1	259	5	0	1	12	0	13	0	2	0	8312
2.593	1	0	1	1	259	5	0	1	12	1	13	255	0	255	0
2.594	1	0	1	1	259	6	0	1	12	0	12	1	0	0	8312
2.594	1	0	1	1	259	6	0	1	12	1	12	1	0	0	8312
2.595	1	0	1	1	259	7	0	1	12	0	14	1	0	0	8312
2.595	1	0	1	1	259	7	0	1	12	1	14	1	0	0	8312
2.596	1	0	1	1	259	8	0	1	12	0	11	1	0	0	8312
2.596	1	0	1	1	259	8	0	1	12	1	11	1	0	0	8312
2.597	1	0	1	1	259	9	0	1	12	0	15	0	3	0	8312
2.597	1	0	1	1	259	9	0	1	12	1	15	255	0	255	0
2.598	1	0	1	1	260	0	0	1	12	0	13	0	3	0	8312
2.598	1	0	1	1	260	0	0	1	12	1	13	255	0	255	0
2.599	1	0	1	1	260	1	0	1	12	0	12	0	1	0	8312
2.599	1	0	1	1	260	1	0	1	12	1	12	255	0	255	0
2.6	1	0	1	1	260	2	0	1	12	0	14	0	1	0	8312
2.6	1	0	1	1	260	2	0	1	12	1	14	255	0	255	0
2.601	1	0	1	1	260	3	0	1	12	0	11	0	1	0	8312
2.601	1	0	1	1	260	3	0	1	12	1	11	255	0	255	0
2.602	1	0	1	1	260	4	0	1	12	0	15	1	0	0	8312
2.602	1	0	1	1	260	4	0	1	12	1	15	1	0	0	8312
2.603	1	0	1	1	260	5	0	1	12	0	13	1	0	0	8312
2.603	1	0	1	1	260	5	0	1	12	1	13	1	0	0	8312
2.604	1	0	1	1	260	6	0	1	12	0	12	0	2	0	8312
2.604	1	0	1	1	260	6	0	1	12	1	12	255	0	255	0
2.605	1	0	1	1	260	7	0	1	12	0	14	0	2	0	8312
2.605	1	0	1	1	260	7	0	1	12	1	14	255	0	255	0
2.606	1	0	1	1	260	8	0	1	12	0	11	0	2	0	8312
2.606	1	0	1	1	260	8	0	1	12	1	11	255	0	255	0
2.607	1	0	1	1	260	9	0	1	12	0	15	0	1	0	8312
2.607	1	0	1	1	260	9	0	1	12	1	15	255	0	255	0
2.608	1	0	1	1	261	0	0	1	12	0	13	0	1	0	8312
2.608	1	0	1	1	261	0	0	1	12	1	13	255	0	255	0
2.609	1	0	1	1	261	1	0	1	12	0	12	0	3	0	8312
2.609	1	0	1	1	261	1	0	1	12	1	12	255	0	255	0
2.61	1	0	1	1	261	2	0	1	12	0	14	0	3	0	8312
2.61	1	0	1	1	261	2	0	1	12	1	14	255	0	255	0
2.611	1	0	1	1	261	3	0	1	12	0	11	0	3	0	8312
2.611	1	0	1	1	261	3	0	1	12	1	11	255	0	255	0
2.612	1	0	1	1	261	4	0	1	12	0	15	0	2	0	8312
2.612	1	0	1	1	261	4	0	1	12	1	15	255	0	255	0
2.613	1	0	1	1	261	5	0	1	12	0	13	0	2	0	8312
2.613	1	0	1	1	261	5	0	1	12	1	13	255	0	255	0
2.614	1	0	1	1	261	6	0	1	12	0	12	1	0	0	8312
2.614	1	0	1	1	261	6	0	1	12	1	12	1	0	0	8312
2.615	1	0	1	1	261	7	0	1	12	0	14	1	0	0	8312
2.615	1	0	1	1	261	7	0	1	12	1	14	1	0	0	8312
2.616	1	0	1	1	261	8	0	1	12	0	11	1	0	0	8312
2.616	1	0	1	1	261	8	0	1	12	1	11	1	0	0	8312
2.617	1	0	1	1	261	9	0	1	12	0	15	0	3	0	8312
2.617	1	0	1	1	261	9	0	1	12	1	15	255	0	255	0
2.618	1	0	1	1	262	0	0	1	12	0	13	0	3	0	8312
2.618	1	0	1	1	262	0	0	1	12	1	13	255	0	255	0
2.619	1	0	1	1	262	1	0	1	12	0	12	0	1	0	8312
2.619	1	0	1	1	262	1	0	1	12	1	12	255	0	255	0
2.62	1	0	1	1	262	2	0	1	12	0	14	0	1	0	8312
2.62	1	0	1	1	262	2	0	1	12	1	14	255	0	255	0
2.621	1	0	1	1	262	3	0	1	12	0	11	0	1	0	8312
2.621	1	0	1	1	262	3	0	1	12	1	11	255	0	255	0
2.622	1	0	1	1	262	4	0	1	12	0	15	1	0	0	8312
2.622	1	0	1	1	262	4	0	1	12	1	15	1	0	0	8312
2.623	1	0	1	1	262	5	0	1	12	0	13	1	0	0	8312
2.623	1	0	1	1	262	5	0	1	12	1	13	1	0	0	8312
2.624	1	0	1	1	262	6	0	1	12	0	12	0	2	0	8312
2.624	1	0	1	1	262	6	0	1	12	1	12	255	0	255	0
2.625	1	0	1	1	262	7	0	1	12	0	14	0	2	0	8312
2.625	1	0	1	1	262	7	0	1	12	1	14	255	0	255	0
2.626	1	0	1	1	262	8	0	1	12	0	11	0	2	0	8312
2.626	1	0	1	1	262	8	0	1	12	1	11	255	0	255	0
2.627	1	0	1	1	262	9	0	1	12	0	15	0	1	0	8312
2.627	1	0	1	1	262	9	0	1	12	1	15	255	0	255	0
2.628	1	0	1	1	263	0	0	1	12	0	13	0	1	0	8312
2.628	1	0	1	1	263	0	0	1	12	1	13	255	0	255	0
2.629	1	0	1	1	263	1	0	1	12	0	12	0	3	0	8312
2.629	1	0	1	1	263	1	0	1	12	1	12	255	0	255	0
2.63	1	0	1	1	263	2	0	1	12	0	14	0	3	0	8312
2.63	1	0	1	1	263	2	0	1	12	1	14	255	0	255	0
2.631	1	0	1	1	263	3	0	1	12	0	11	0	3	0	8312
2.631	1	0	1	1	263	3	0	1	12	1	11	255	0	255	0
2.632	1	0	1	1	263	4	0	1	12	0	15	0	2	0	8312
2.632	1	0	1	1	263	4	0	1	12	1	15	255	0	255	0
2.633	1	0	1	1	263	5	0	1	12	0	13	0	2	0	8312
2.633	1	0	1	1	263	5	0	1	12	1	13	255	0	255	0
2.634	1	0	1	1	263	6	0	1	12	0	12	1	0	0	8312
2.634	1	0	1	1	263	6	0	1	12	1	12	1	0	0	8312
2.635	1	0	1	1	263	7	0	1	12	0	14	1	0	0	8312
2.635	1	0	1	1	263	7	0	1	12	1	14	1	0	0	8312
