Time	CellId	RNTI	BWPId	StreamId	SINR(dB)
1.51993	2	1	0	0	10.0897
1.52093	2	1	0	0	10.0897
1.52193	2	1	0	0	10.0897
1.52293	2	1	0	0	7.07937
1.52293	2	1	0	1	10.0334
1.52393	2	1	0	0	10.3198
1.52493	2	1	0	0	7.07937
1.52493	2	1	0	1	10.0334
1.52593	2	1	0	0	10.0897
1.52693	2	1	0	0	10.0897
1.52793	2	1	0	0	10.0897
1.52893	2	1	0	0	10.3198
1.52993	2	1	0	0	10.0897
1.53093	2	1	0	0	10.0897
1.53193	2	1	0	0	10.0897
1.53293	2	1	0	0	10.0897
1.53393	2	1	0	0	10.3198
1.53493	2	1	0	0	10.0897
1.53593	2	1	0	0	7.07937
1.53593	2	1	0	1	10.0334
1.53693	2	1	0	0	7.07937
1.53693	2	1	0	1	10.0334
1.53793	2	1	0	0	10.0897
1.53893	2	1	0	0	7.07937
1.53893	2	1	0	1	10.0334
1.53993	2	1	0	0	10.0897
1.54093	2	1	0	0	10.0897
1.54193	2	1	0	0	10.0897
1.54293	2	1	0	0	7.07937
1.54293	2	1	0	1	10.0334
1.54393	2	1	0	0	10.0897
1.54493	2	1	0	0	7.07937
1.54493	2	1	0	1	10.0334
1.54593	2	1	0	0	10.0897
1.54693	2	1	0	0	10.0897
1.54793	2	1	0	0	10.0897
1.54893	2	1	0	0	10.0897
1.54993	2	1	0	0	10.0897
1.55093	2	1	0	0	10.0897
1.55193	2	1	0	0	10.0897
1.55293	2	1	0	0	10.0897
1.55393	2	1	0	0	10.0897
1.55493	2	1	0	0	10.0897
1.55593	2	1	0	0	7.07937
1.55593	2	1	0	1	10.0334
1.55693	2	1	0	0	7.07937
1.55693	2	1	0	1	10.0334
1.55793	2	1	0	0	10.0897
1.55893	2	1	0	0	7.07937
1.55893	2	1	0	1	10.0334
1.55993	2	1	0	0	10.0897
1.56093	2	1	0	0	10.0897
1.56193	2	1	0	0	10.0897
1.56293	2	1	0	0	7.07937
1.56293	2	1	0	1	10.0334
1.56393	2	1	0	0	10.0897
1.56493	2	1	0	0	7.07937
1.56493	2	1	0	1	10.0334
1.56593	2	1	0	0	10.0897
1.56693	2	1	0	0	10.0897
1.56793	2	1	0	0	10.0897
1.56893	2	1	0	0	10.0897
1.56993	2	1	0	0	10.0897
1.57093	2	1	0	0	10.0897
1.57193	2	1	0	0	10.0897
